id,name,age,nationality,overall,club
232621,S. Takahashi,21,Japan,57,Sanfrecce Hiroshima
227759,C. Miller,19,Scotland,57,Celtic
235952,A. Pucheta,22,Argentina,57,San Martín de San Juan
240048,L. Nash,21,England,57,Gillingham
189872,M. Salmon,28,Republic of Ireland,57,Bray Wanderers
231603,J. Adelson,21,Australia,57,Newcastle Jets
231859,C. Brown,25,United States,57,Houston Dynamo
239028,A. Koita,18,Belgium,57,KAA Gent
236725,F. Britos,21,Argentina,57,Unión de Santa Fe
237749,D. Suga,18,Japan,57,Hokkaido Consadole Sapporo
239797,M. Lansing,23,United States,57,Aalborg BK
238518,F. Pardo,20,Argentina,57,Belgrano de Córdoba
233655,R. Holden,19,Northern Ireland,57,Bristol City
235703,A. Beestin,19,England,57,Doncaster Rovers
208312,P. Millien,31,Haiti,57,Finn Harps
224952,Z. Faour,19,Sweden,57,IK Sirius
240056,D. Minz,18,Germany,57,RB Leipzig
240312,I. Paro,22,Burkina Faso,57,Chamois Niortais FC
237753,T. Iida,22,Japan,57,Shimizu S-Pulse
238265,Ahn Joong Geun,23,Korea Republic,57,Gangwon FC
213434,J. Brown,22,Jamaica,57,Cambridge United
223676,R. Renner,23,Austria,57,SV Mattersburg
225981,A. Pearce,20,Australia,57,Central Coast Mariners
240829,E. Amenyido,19,Germany,57,VVV-Venlo
223167,D. Wilson,20,England,57,Wolverhampton Wanderers
226239,A. Madiani,21,France,57,US Quevilly-Rouen
198337,V. Grodås,25,Norway,57,Sogndal
208065,Kim Dong Gi,28,Korea Republic,57,Pohang Steelers
228289,T. Vialla,21,France,57,AC Ajaccio
222146,J. Balanta,20,Colombia,57,Asociacion Deportivo Cali
237507,Park Yi-Young,23,Korea Republic,57,FC St. Pauli
225477,V. Zigrossi,20,Italy,57,Virtus Entella
233669,A. Samizadeh,18,Iran,57,Kilmarnock
240837,M. Yandaş,22,Turkey,57,Medicana Sivasspor
238023,L. Bezzat,20,Netherlands,57,VVV-Venlo
233416,L. Burke,19,England,57,Wigan Athletic
240328,A. Ba Masoud,21,Saudi Arabia,57,Al Fayha
238025,V. Bogaerts,19,Netherlands,57,VVV-Venlo
240073,T. Demol,19,Belgium,57,Royal Excel Mouscron
240329,B. Taz,18,Germany,57,1. FC Union Berlin
240074,B. Dione,20,Belgium,57,Royal Excel Mouscron
201419,G. Shaw,25,Republic of Ireland,57,Shamrock Rovers
240075,R. Nzeza,18,France,57,Royal Excel Mouscron
224460,N. Castrillón,21,Colombia,57,Corporación Club Deportivo Tuluá
239308,T. Ivanof,19,Belgium,57,KV Kortrijk
240844,A. Maksimenko,21,Russia,57,FC SKA-Energiya Khabarovsk
236749,J. Skomsøy Bjerkås,24,Norway,57,Kristiansund BK
237773,C. González,19,Mexico,57,Club Atlas
238285,J. Pirttijoki,20,Finland,57,GIF Sundsvall
216526,A. Gogić,23,Cyprus,57,Hamilton Academical FC
240078,L. Matarrese,20,Belgium,57,Sint-Truidense VV
213967,C. Mafoumbi,23,France,57,Blackpool
235216,B. Fox,19,England,57,Burton Albion
239568,A. Kovačević,23,Bosnia Herzegovina,57,Korona Kielce
240336,T. Chakwana,18,England,57,Burnley
240848,Y. Ivakin,18,Russia,57,Arsenal Tula
240849,P. Borisov,19,Russia,57,Arsenal Tula
231122,S. Pedersen,18,Norway,57,Stabæk Fotball
231890,I. Al Shehri,21,Saudi Arabia,57,Al Ittihad
233939,O. Jackson,18,England,57,Milton Keynes Dons
238035,A. Hoven,19,Norway,57,Strømsgodset IF
240852,D. Buranov,21,Russia,57,Arsenal Tula
225750,J. Crowe,19,Republic of Ireland,57,Limerick FC
237014,S. Akinola,24,Nigeria,57,Barnet
240599,C. Hendry,19,Scotland,57,St. Johnstone FC
226521,E. Andersson,20,Sweden,57,Malmö FF
202970,Jung Seung Yong,26,Korea Republic,57,Gangwon FC
220635,T. Conlon,21,England,57,Stevenage
232667,N. Mingiedi,19,Belgium,57,Sporting Lokeren
235995,A. Borkovic,18,Austria,57,FK Austria Wien
236252,V. Karakuş,19,Turkey,57,Kayserispor
238300,M. Pais,26,United States,57,Toronto FC
238812,N. Al Shenashini,21,Saudi Arabia,57,Al Nassr
227806,D. Barlaser,20,Turkey,57,Newcastle United
237279,S. Shome,19,Canada,57,Montreal Impact
221920,A. Andreasson,23,Sweden,57,Jönköpings Södra IF
239840,K. Al Muwallad,22,Saudi Arabia,57,Ohod Club
219873,R. Etheridge,22,England,57,Doncaster Rovers
226785,N. Besler,24,United States,57,Real Salt Lake
232673,M. Al Haidari,21,Saudi Arabia,57,Al Hilal
237793,T. Fukumitsu,25,Japan,57,Cerezo Osaka
233954,C. Calderón,20,Mexico,57,Club Atlas
237794,T. Kishimoto,19,Japan,57,Cerezo Osaka
240099,K. Rüegg,18,Switzerland,57,FC Zürich
236004,E. Öztürk,21,Germany,57,Kayserispor
207589,M. Nilsson,23,Sweden,57,Halmstads BK
229349,J. Thorniley,20,England,57,Accrington Stanley
235237,R. Jendrusch,21,Germany,57,FC Erzgebirge Aue
233702,Dudu,21,Brazil,57,Kashiwa Reysol
192230,M. Jackson,26,England,57,Newport County
239847,D. Cogill,19,England,57,Huddersfield Town
234216,N. Herranz,23,Argentina,57,Bahía Blanca
225001,K. Wootton,20,England,57,Stevenage
240105,D. López,17,Mexico,57,Club Tijuana
231914,D. Margush,19,Australia,57,Adelaide United
233707,S. Haugen,19,Norway,57,Odds BK
224748,C. Yıldız,22,Germany,57,İstanbul Başakşehir FK
226028,A. Yarmolitskiy,23,Russia,57,Arsenal Tula
232684,T. Akahoshi,33,Japan,57,Sagan Tosu
238060,N. Trott,18,England,57,West Ham United
236525,R. Lowry,23,Australia,57,Wellington Phoenix
232942,T. Muramatsu,27,Japan,57,Shimizu S-Pulse
235247,S. Smith,19,England,57,Reading
226800,B. Ashley-Seal,18,England,57,Norwich City
217332,E. Monthe,22,Cameroon,57,Forest Green
239349,B. Vliet,19,Netherlands,57,NAC Breda
231926,T. Clarke,19,Republic of Ireland,57,Shamrock Rovers
240886,R. Menayese,19,Wales,57,Bristol Rovers
225271,T. Sufyani,25,Saudi Arabia,57,Ettifaq FC
225783,S. Mavididi,19,England,57,Preston North End
237560,M. Djenepo,19,Mali,57,Standard de Liège
236025,H. Smith,22,England,57,Swindon Town
240123,L. Plogmann,17,Germany,57,Werder Bremen II
235516,R. Kaib,20,Sweden,57,IF Elfsborg
236540,S. Adrian,19,Sweden,57,Malmö FF
236796,N. Awassi,19,Germany,57,SG Dynamo Dresden
237052,C. Omeje,27,Nigeria,57,AFC Eskilstuna
237820,G. Mancuso,19,Argentina,57,Vélez Sarsfield
235519,I. Dresevic,20,Sweden,57,IF Elfsborg
225280,D. Mitov,20,Bulgaria,56,Cambridge United
224257,M. Pałaszewski,19,Poland,56,Śląsk Wrocław
226049,J. Maddison,22,England,56,Yeovil Town
229378,A. Edun,19,England,56,Fulham
210691,L. Nilsen,22,Norway,56,Tromsø IL
229123,R. Broom,20,Wales,56,Bristol Rovers
229379,L. de la Torre,19,United States,56,Fulham
230148,W. Tomlinson,19,England,56,Blackburn Rovers
241156,W. Percevaux,18,France,56,US Orléans Loiret Football
236038,K. Duncan,19,United States,56,Valenciennes FC
226055,D. Kelly-Evans,20,England,56,Coventry City
237575,J. Pourtau,17,Argentina,56,Estudiantes de La Plata
238855,B. Brusselers,18,Netherlands,56,NAC Breda
193543,F. Scarsella,27,Italy,56,Cremonese
217096,J. Lumley,22,England,56,Queens Park Rangers
237321,M. Berisha,19,Kosovo,56,LASK Linz
240137,M. Schillings,19,Belgium,56,KAS Eupen
232970,K. Okanishi,26,Japan,56,Ventforet Kofu
235018,M. Nicolas,19,Germany,56,Borussia Mönchengladbach
230667,A. Diakhate,18,Senegal,56,Fiorentina
226574,C. Fernandez,20,United States,56,Chicago Fire Soccer Club
238606,Jo Yong Jae,19,Korea Republic,56,Daegu FC
239887,Y. Frick,19,Liechtenstein,56,Perugia
240399,J. Montaño,24,Colombia,56,Atletico Nacional Medellin
198928,C. McGuigan,27,Republic of Ireland,56,Drogheda United
223761,D. Sauerland,20,Germany,56,Borussia Dortmund
216082,A. Al Amoudi,30,Saudi Arabia,56,Ohod Club
237586,A. Dossena,18,Italy,56,Perugia
238356,D. Jończy,20,Poland,56,Zagłębie Lubin
225558,T. Owen-Evans,20,Wales,56,Newport County
229910,S. Ingelsson,19,Sweden,56,Udinese
237590,M. Pejić,22,Croatia,56,FK Austria Wien
241177,J. Soladio,19,Belgium,56,KV Mechelen
237596,C. Carletti,20,Italy,56,Carpi
238620,M. Layer,18,Germany,56,VfR Aalen
240156,L. Marseiler,20,Germany,56,SpVgg Unterhaching
240669,L. Maloney,17,Germany,56,1. FC Union Berlin
237854,R. Åstedt,21,Sweden,56,AFC Eskilstuna
232480,Y. Kato,19,Japan,56,Omiya Ardija
237856,A. Kalabane,21,Guinea,56,AFC Eskilstuna
218657,W. De Havilland,22,England,56,Wycombe Wanderers
241186,V. Kusej,17,Czech Republic,56,SG Dynamo Dresden
239396,J. Neumann,19,Germany,56,Hallescher FC
181796,G. O'Brien,32,Republic of Ireland,56,St. Patrick's Athletic
233509,R. Mierez,20,Argentina,56,Club Atlético Tigre
235301,P. Schmidt,18,Austria,56,FC Admira Wacker Mödling
193317,E. Wearen,24,Republic of Ireland,56,Bohemian FC
223270,D. Olsson,20,Sweden,56,IF Elfsborg
228390,M. Østvold,19,Norway,56,Stabæk Fotball
230950,D. Devine,19,England,56,Bradford City
235046,Y. Ben El-Mhanni,21,England,56,Newcastle United
236838,Y. Maleh,18,Italy,56,Cesena
222503,H. Isted,20,England,56,Luton Town
200744,R. Watson,23,England,56,Barnet
228392,J. Hatlehol,20,Norway,56,Aalesunds FK
230697,E. Robson,20,England,56,Sunderland
226602,M. McInally,19,Scotland,56,Partick Thistle F.C.
240683,L. Reis,17,Netherlands,56,FC Groningen
225068,J. McDonagh,21,Northern Ireland,56,Sligo Rovers
240685,T. van de Looi,17,Netherlands,56,FC Groningen
233262,A. Rawls,25,United States,56,New York City Football Club
237103,Lee Myeong Geon,22,Korea Republic,56,Pohang Steelers
240431,J. Dolný,25,Slovakia,56,Derry City
240688,M. Volpe,19,Italy,56,Frosinone
241200,D. Stynes,18,Australia,56,Perth Glory
239665,M. Daube,19,Germany,56,Werder Bremen II
235826,S. Gutiérrez,19,Colombia,56,Patriotas Boyacá FC
239666,T. Müsel,17,Germany,56,1. FC Kaiserslautern
198453,R. McEvoy,26,Republic of Ireland,56,Drogheda United
233269,K. Colvey,23,New Zealand,56,San Jose Earthquakes
234294,L. Lingman,19,Finland,56,HJK Helsinki
199480,P. O'Conor,29,Republic of Ireland,56,St. Patrick's Athletic
228921,M. Urynowicz,21,Poland,56,Górnik Zabrze
191545,T. Nozawa,35,Japan,56,Vegalta Sendai
239418,L. Lauberbach,19,Germany,56,Rot-Weiß Erfurt
240956,M. Melluso,19,Argentina,56,Gimnasia y Esgrima La Plata
226109,T. Hornby-Forbes,21,England,56,Accrington Stanley
240445,G. Rizzo,20,Germany,56,FC Ingolstadt 04
224062,P. Dziczek,19,Poland,56,Piast Gliwice
237886,C. Goslin,17,United States,56,Atlanta United FC
240191,J. Salih,19,Sweden,56,GIF Sundsvall
226112,K. Cantwell,22,Republic of Ireland,56,Finn Harps
229184,T. Baack,18,Germany,56,VfL Bochum
240192,M. Ranmark,21,Norway,56,Molde FK
232002,J. Nicholson,22,England,56,Peterborough United
239170,V. Hammershøj-Mistrati,25,Denmark,56,Hobro IK
221764,D. Thomas,21,Scotland,56,Kilmarnock
229188,E. Pavlidis,18,Greece,56,VfL Bochum
229956,L. Zigi,20,Ghana,56,FC Sochaux-Montbéliard
220230,P. Bochniewicz,21,Poland,56,Udinese
224582,D. Lyon,22,Scotland,56,Hamilton Academical FC
232006,C. Rúa,25,Colombia,56,Tigres FC
191559,S. Kawamata,27,Japan,56,Kashima Antlers
207688,P. Mailey,29,Republic of Ireland,56,Finn Harps
239688,H. Smolders,19,Belgium,56,KV Mechelen
234825,N. Feely,25,Australia,56,Perth Glory
201291,J. Henriksen,26,Denmark,56,FC Helsingør
231755,N. Chesmain,19,England,56,Millwall
236875,A. Poulsen,17,Denmark,56,FC Midtjylland
240206,T. Gjertsen,25,Norway,56,Kristiansund BK
230735,A. De Oliveira Maia,19,France,56,Valenciennes FC
227152,N. Batalla,19,Colombia,56,Corporación Club Deportivo Tuluá
238928,D. Geiger,33,Germany,56,SV Meppen
224593,Y. Zummack,21,Germany,56,Sportfreunde Lotte
225873,R. Feely,20,Republic of Ireland,56,St. Patrick's Athletic
215635,R. Scully,24,Scotland,56,Partick Thistle F.C.
239700,M. Wegmann,18,Germany,56,Rot-Weiß Erfurt
237653,C. Rojas,19,Colombia,56,Envigado FC
229719,H. Taylor,20,England,56,Barnet
240983,M. Díaz,27,Argentina,56,Club Atlético Tigre
231256,C. Kenny,27,Republic of Ireland,56,Sligo Rovers
216153,T. Al Khudair,29,Saudi Arabia,56,Al Ittihad
239705,Alan,20,Brazil,56,LASK Linz
240474,S. Toufiqui,20,France,56,Stade Rennais FC
216155,H. Cornick,22,England,56,Luton Town
240731,M. Capitani,21,Italy,56,Ternana
212061,J. Hall,22,Australia,56,Western Sydney Wanderers
231005,C. Ogbene,20,Republic of Ireland,56,Limerick FC
207710,L. Lobjoit,22,England,56,Northampton Town
224094,J. Bachmann,21,Germany,56,Chemnitzer FC
239456,R. Jurado,20,Mexico,56,U.N.A.M.
237665,K. Chinen,22,Japan,56,Kawasaki Frontale
240737,N. Pejović,18,Serbia,56,Empoli
240994,Y. Achter,20,Belgium,56,Royal Antwerp FC
240227,Y. Bourhane,18,France,56,Chamois Niortais FC
239204,B. Igiehon,23,Switzerland,56,Sligo Rovers
220517,F. Di Mariano,21,Italy,56,Novara
237158,B. Chapman,18,England,56,Gillingham
237415,J. Williams,17,England,56,Bury
228714,G. Bizzotto,20,Italy,56,Cittadella
240491,G. Gerkondani,19,Norway,56,Tromsø IL
240492,Spinola,21,Cape Verde,56,Sarpsborg 08 FF
221549,D. Alessi,19,Australia,56,Newcastle Jets
222829,S. Brodersen,20,Germany,56,FC St. Pauli
227437,H. Valencia,20,Colombia,56,Atlético Huila
230765,H. Al Watyan,20,Saudi Arabia,56,Al Fateh
232557,I. Samba,19,France,56,AJ Auxerre
238957,F. Dietz,18,Germany,56,FC Carl Zeiss Jena
214896,P. Mullin,22,England,56,Swindon Town
224880,M. Beye,21,Senegal,56,Novara
225904,J. Jiménez,21,Colombia,56,Envigado FC
230001,H. Campbell,21,England,56,Burton Albion
232817,I. Chicco,21,Argentina,56,Colon de Santa Fe
222322,G. Poynton,19,Republic of Ireland,56,Bohemian FC
237426,H. Nakabayashi,31,Japan,56,Sanfrecce Hiroshima
240244,Pedro Pacheco,20,Portugal,56,FC Basel
214902,J. Hunt,26,England,56,Mansfield Town
236663,E. Balcombe,17,England,56,Brentford
239735,D. Pawłowski,18,Poland,56,Górnik Zabrze
232312,C. Chettle,20,England,56,Peterborough United
236664,L. Rivas,17,Argentina,56,Rosario Central
228985,M. Janssens,19,Belgium,56,Waasland-Beveren
240505,D. Rugašević,26,Croatia,56,Piast Gliwice
240761,J. Hallahan,18,England,56,Burton Albion
240762,J. Cotterill,18,England,56,Burton Albion
207995,G. Pender,23,Republic of Ireland,56,Bray Wanderers
230779,A. Fox,24,England,56,AFC Eskilstuna
233851,J. Taylor,19,England,56,Barnet
236411,R. Velazco,24,United States,56,Real Salt Lake
237436,R. Takano,22,Japan,56,Ventforet Kofu
241022,J. Díaz,19,Argentina,56,Estudiantes de La Plata
222848,A. Samuel,21,Wales,56,Stevenage
235907,T. Elsebutangen,19,Norway,56,Vålerenga Fotball
232836,K. Rozo,22,United States,56,Patriotas Boyacá FC
209285,B. Mugabi,22,England,56,Yeovil Town
232325,M. Al Mutlaq,19,Saudi Arabia,56,Al Nassr
226438,S. McMann,20,Scotland,56,Hamilton Academical FC
241030,J. Stingl,20,Germany,56,SSV Jahn Regensburg
234631,S. Grønning,20,Denmark,56,Hobro IK
238983,N. Awuku,17,Germany,56,Holstein Kiel
239495,R. Watanabe,20,Japan,56,FC Ingolstadt 04
235913,E. Embleton,18,England,56,Sunderland
237449,A. Basuljevic,21,United States,56,New York Red Bulls
222858,D. Stückler,20,Denmark,56,FC Helsingør
226698,N. Giménez,21,Argentina,56,Talleres de Cordoba
237962,D. Deakin,23,England,56,Orlando City Soccer Club
240011,F. Karatas,19,Belgium,56,KAS Eupen
225420,D. Petravičius,21,Lithuania,56,Motherwell
237709,C. Rose,18,England,56,Plymouth Argyle
238733,M. Ludwig,18,Germany,56,Hallescher FC
237200,R. Clarke,21,Jamaica,56,Portland Timbers
224915,S. Wright,19,Scotland,56,Aberdeen
236437,J. Sbarra,18,England,56,Burton Albion
221591,C. Gallagher,25,Republic of Ireland,56,Finn Harps
232855,W. Sasaki,20,Japan,56,F.C. Tokyo
232600,Eun Seong Soo,24,Korea Republic,56,Suwon Samsung Bluewings
231065,L. Rogerson,19,New Zealand,56,Wellington Phoenix
240025,S. Parlati,20,Italy,56,Ascoli
226459,J. Ramos,20,Uruguay,56,Parma
236701,J. Rikemberg,18,Argentina,56,Belgrano de Córdoba
239005,L. Grabovac,19,Austria,56,SKN St. Pölten
239774,M. Currarino,24,Italy,56,Virtus Entella
228255,N. Lemaître,20,France,56,Stade de Reims
208544,L. Conlan,22,Northern Ireland,56,Morecambe
234400,D. Grange,21,France,56,Olympique Lyonnais
228769,S. Ruiz,19,Colombia,56,Envigado FC
236961,T. Attis,17,Argentina,56,Belgrano de Córdoba
213667,D. Conroy,21,England,56,Swindon Town
216227,K. Jackson,23,England,56,Accrington Stanley
238499,M. Al Huthaifi,19,Saudi Arabia,56,Al Ittihad
232100,A. Ranieri,20,France,56,OGC Nice
237733,J. Kanayama,29,Japan,56,Hokkaido Consadole Sapporo
226726,S. Patton,21,Northern Ireland,56,Sligo Rovers
151208,W. Brown,40,England,56,Oxford United
235432,M. Munetsi,21,Zimbabwe,56,Orlando Pirates
239785,O. Albayrak,20,Denmark,56,Hobro IK
229802,B. Lerch,21,Germany,56,SSV Jahn Regensburg
232106,J. Gabriel,18,England,56,Nottingham Forest
226731,G. Cundle,20,England,56,Gillingham
220588,K. Martin,22,Switzerland,56,FC Lausanne-Sports
237742,K. Fukai,22,Japan,56,Hokkaido Consadole Sapporo
237231,H. Benkaïd,27,France,56,US Orléans Loiret Football
239536,L. Kosakiewicz,26,Poland,56,Korona Kielce
215986,N. Benavidez,25,Argentina,56,Gimnasia y Esgrima La Plata
238514,A. Verdugo,19,Argentina,56,Godoy Cruz
216243,Z. Messoudi,23,Canada,56,Odds BK
240310,A. Eichhorn,18,Germany,56,SC Fortuna Köln
224951,M. Wood,19,England,56,Manchester City
229303,B. Colula,21,Mexico,56,Necaxa
229816,F. Schubert,22,Austria,56,SK Sturm Graz
189625,J. Turley,27,England,56,Newport County
222906,N. Boyle,23,Republic of Ireland,56,Derry City
238778,D. Zieliński,20,Poland,56,Pogoń Szczecin
239546,C. Libertiaux,19,Belgium,56,Royal Excel Mouscron
138427,D. Pipe,33,Wales,56,Newport County
232635,K. Ichimi,19,Japan,56,Gamba Osaka
239291,C. Egbuchulam,25,Nigeria,56,BK Häcken
239549,M. Schevenels,17,Belgium,56,Sint-Truidense VV
223166,J. Baraye,20,Senegal,56,Virtus Entella
234686,J. Lotomba,18,Switzerland,56,BSC Young Boys
238271,P. Dárdai,18,Germany,56,Hertha BSC Berlin
240064,O. Ba,21,Senegal,56,GFC Ajaccio
186305,O. Tejeda,28,Mexico,56,Lobos de la BUAP
240324,H. Gunnlaugsson,22,Iceland,56,Halmstads BK
181702,Y. Uekusa,34,Japan,56,Shimizu S-Pulse
231879,H. Monaghan,24,Scotland,56,Derry City
234184,T. Koga,18,Japan,56,Kashiwa Reysol
232906,K. Oshima,21,Japan,56,Kashiwa Reysol
237258,J. Holland,24,England,56,Houston Dynamo
239306,J. Bataille,18,Belgium,56,KV Oostende
229579,A. Accardi,21,Italy,56,Palermo
240845,M. Agaronyan,18,Armenia,56,FC SKA-Energiya Khabarovsk
241101,P. Petlach,18,Austria,56,FC Admira Wacker Mödling
232654,L. Malagón,20,Mexico,56,Monarcas Morelia
232910,S. Takahashi,25,Japan,56,Júbilo Iwata
233678,M. Yamada,22,Japan,56,F.C. Tokyo
240079,T. Tarcan,19,Turkey,56,Sint-Truidense VV
240335,B. Jacobsen,23,Denmark,56,AC Horsens
240591,M. Veenhoven,19,Netherlands,56,Sparta Rotterdam
211152,M. Al Olayan,22,Saudi Arabia,56,Al Taawoun
240080,Y. Vandersmissen,19,Belgium,56,Sint-Truidense VV
225234,J. Edwards,20,England,56,Accrington Stanley
240850,R. Normatov,19,Russia,56,Arsenal Tula
240083,V. Aleynikov,22,Russia,56,Amkar Perm
240851,A. Osipov,18,Russia,56,Arsenal Tula
236244,T. Sibbick,18,England,56,AFC Wimbledon
226261,C. Ainley,19,England,56,Crewe Alexandra
232150,J. Bonner,25,Republic of Ireland,56,Finn Harps
238806,D. Breitfelder,20,Germany,56,Chemnitzer FC
231639,A. Birch,20,England,56,Burnley
237015,M. Qvist,24,Denmark,56,AC Horsens
218585,S. Griffin,22,Republic of Ireland,56,Cork City
231385,D. Zanatta,20,Canada,56,Heart of Midlothian
236761,O. Iyoha,19,Japan,56,Sanfrecce Hiroshima
240601,T. Te Duits,18,Netherlands,56,Excelsior
229082,O. Abildgaard,21,Denmark,56,Aalborg BK
238298,M. Miño,19,Argentina,56,Rosario Central
225756,G. Blackwood,20,Australia,56,Adelaide United
235741,C. Lokolingoy,20,Australia,56,Sydney FC
237278,A. Reid,17,Canada,56,FC Dallas
231647,M. Asiri,24,Saudi Arabia,56,Al Qadisiyah
232672,J. Kaye,21,France,56,ES Troyes AC
237536,M. İnan,17,Turkey,56,Antalyaspor
235745,M. Iliadis,21,Greece,56,Salernitana
239585,E. Ngassaki Ndongo,20,Congo,56,Stade Brestois 29
217826,J. Laurent,22,England,56,Bury
239074,S. Aw,18,Senegal,56,KAS Eupen
225251,J. Soltvedt,21,Norway,56,Sogndal
228067,Kim Tae Ho,25,Korea Republic,56,Jeonbuk Hyundai Motors
241123,F. Antúnez,18,Argentina,56,Temperley
232421,J. Orobio,20,Colombia,56,Atlético Bucaramanga
235493,T. Abdullah,21,Saudi Arabia,56,Al Ittihad
237798,M. Okino,20,Japan,56,Cerezo Osaka
224231,E. Sánchez,23,Mexico,56,Lobos de la BUAP
232168,M. Hollingsworth,23,United States,56,Columbus Crew SC
235240,A. Fagerström,25,Sweden,56,Örebro SK
238056,J. Masson,19,France,56,Valenciennes FC
220137,T. Christensen,22,Denmark,56,FC Helsingør
172521,M. Pedersen,27,Denmark,56,FC Helsingør
231146,W. Al Enazi,20,Saudi Arabia,56,Al Nassr
240362,A. Bolivar,21,Argentina,56,Gimnasia y Esgrima La Plata
216299,C. Randall,21,England,56,Heart of Midlothian
239339,V. Jovic,19,Bosnia Herzegovina,56,SV Sandhausen
239595,N. Rodes,19,Belgium,56,Sporting Charleroi
235244,R. Nicolaisen,20,Denmark,56,FC Midtjylland
239853,M. Kryeziu,20,Switzerland,56,FC Zürich
225775,M. Bola,19,England,56,Bristol Rovers
226031,A. Lazutkin,22,Russia,56,FC Rostov
232943,M. Place,19,Republic of Ireland,56,Derry City
236015,M. Gibbs-White,17,England,56,Wolverhampton Wanderers
231152,A. Maikkula,20,Sweden,56,Kalmar FF
233202,A. Al Salman,23,Saudi Arabia,56,Al Taawoun
216563,C. Martin,22,United States,56,Minnesota Thunder
236531,R. Currie,19,Scotland,56,Heart of Midlothian
228596,E. Kaja,19,Albania,56,AFC Wimbledon
238326,M. Candlin,17,England,56,Walsall
240119,K. Michalak,19,Poland,56,Wisła Płock
223224,M. Jakoliš,20,Croatia,56,FC Admira Wacker Mödling
232696,D. Ogawa,25,Japan,56,Júbilo Iwata
236536,J. Sievers,22,Germany,56,1. FC Kaiserslautern
218873,T. Paterok,24,Germany,56,VfL Osnabrück
236027,J. Brown,19,England,56,Carlisle United
238076,M. Bersano,24,United States,56,San Jose Earthquakes
236798,D. Lemus,20,Colombia,56,Atlético Huila
232704,T. Ominami,19,Japan,55,Júbilo Iwata
53506,D. Coyne,43,Wales,55,Shrewsbury
201475,S. Grimes,30,Republic of Ireland,55,Dundalk
235011,E. Eikeng,20,Norway,55,Odds BK
231172,J. Holmes,20,Australia,55,Bournemouth
230661,N. Hunziker,21,Switzerland,55,FC Thun
238853,F. Glim,20,Netherlands,55,NAC Breda
238343,D. Mushitu,17,Sweden,55,AIK Solna
226057,D. Wynne,22,New Zealand,55,NA
238602,J. Barjonas,18,Scotland,55,Rangers
239370,M. Krüger,18,Germany,55,MSV Duisburg
239882,J. Tibbetts,18,England,55,Peterborough United
234507,M. Rafique,24,India,55,NA
236811,R. Balanta,24,Colombia,55,Alianza Petrolera
238091,C. Borchgrevink,18,Norway,55,Vålerenga Fotball
229132,B. Clayton,19,England,55,Brentford
239885,Choe Song Hyok,19,Korea DPR,55,Perugia
235535,R. Lovett,20,England,55,Cheltenham Town
217616,I. Camara,24,Guinea Bissau,55,Avellino
233232,P. Fritsch,18,Germany,55,Borussia Dortmund
230673,M. Żebrakowski,20,Poland,55,Arka Gdynia
240657,F. Ravaglia,17,Italy,55,Bologna
228114,Herson Alves,20,Portugal,55,Brentford
229142,J. Ferry,20,England,55,Stevenage
219671,T. Whitehead,22,Republic of Ireland,55,Limerick FC
210200,S. Hawsawi,25,Saudi Arabia,55,Al Taawoun
232986,K. Ishihara,38,Japan,55,Ventforet Kofu
239643,L. Rowe,18,England,55,Barnsley
235549,A. Ramalingom,24,France,55,AC Ajaccio
237345,T. Byrne,18,Republic of Ireland,55,Drogheda United
240418,F. Serena,17,Italy,55,F.B.C. Unione Venezia
239395,P. Pannier,18,Germany,55,Hallescher FC
238116,Hwang In Hyeok,22,Korea Republic,55,GwangJu FC
237349,J. Bergman,21,Sweden,55,IK Sirius
235558,T. Campanini,18,France,55,GFC Ajaccio
170280,J. McKeown,27,Republic of Ireland,55,Grimsby Town
228393,R. Kling,20,Norway,55,FK Haugesund
240681,J. Hoekstra,18,Netherlands,55,FC Groningen
240426,B. Al Nakhli,28,Saudi Arabia,55,Ohod Club
219947,A. Al Meshaweh,21,Saudi Arabia,55,Al Raed
234286,N. Barona,19,Colombia,55,La Equidad
237358,O. Kindlund,20,Sweden,55,IK Sirius
222003,J. Hyland,21,Republic of Ireland,55,Drogheda United
233523,A. Agouda,18,Norway,55,Strømsgodset IF
228660,G. Fanucchi,22,France,55,AC Ajaccio
240694,A. Ba,18,France,55,AS Nancy Lorraine
227895,K. Twardek,20,Canada,55,Millwall
238135,Jeong Ho Min,23,Korea Republic,55,GwangJu FC
229180,A. George,20,Antigua & Barbuda,55,Mansfield Town
236860,C. Mosquera,22,Colombia,55,Tigres FC
237885,C. Tovar,19,Colombia,55,Deportes Tolima
238909,M. Asiri,25,Saudi Arabia,55,Ohod Club
238910,A. Al Assiri,28,Saudi Arabia,55,Ohod Club
234559,M. Phillips,19,England,55,Crystal Palace
149824,D. Mulcahy,39,Republic of Ireland,55,Drogheda United
238656,S. Tigges,18,Germany,55,VfL Osnabrück
225602,V. Ocampo,24,Colombia,55,Deportes Tolima
229698,F. Shomotun,20,Nigeria,55,Barnet
238659,K. Krasniqi,21,Kosovo,55,VfL Osnabrück
208453,K. Farragher,24,Republic of Ireland,55,Drogheda United
226117,R. MacLean,20,Scotland,55,Motherwell
239429,G. Taipi,24,Albania,55,FC St. Gallen
240454,F. Wadja,22,Cameroon,55,FC Lorient
240200,Y. De Nayer,18,Belgium,55,SV Zulte-Waregem
232009,D. Feka,20,Germany,55,FC Luzern
